measure,location,sex,age,cause,metric,year,val,upper,lower,colour
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Congenital defects,Rate,2008,1083.4555550505975,1247.8385444907135,996.2710250027199,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Congenital defects,Rate,2008,993.9305592953766,1088.235025364638,923.5191132579874,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Congenital defects,Rate,2008,1039.9275922789009,1140.733574955528,964.7899847043382,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Tuberculosis,Rate,2007,1050.4651354202695,1104.100726273227,1001.7895485788537,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Tuberculosis,Rate,2007,644.5523997818071,684.9228058598532,607.2608535522967,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Tuberculosis,Rate,2007,842.2924306373916,879.8188586931866,807.1091623548427,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,HIV/AIDS,Rate,2007,1479.3120326854728,1543.3826562869797,1415.2562573000523,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,HIV/AIDS,Rate,2007,1667.1472199403781,1757.6996872744246,1580.5739126974256,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,HIV/AIDS,Rate,2007,1572.7198915461013,1648.3964319382233,1500.8115676343841,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Diarrhoeal diseases,Rate,2007,1768.8929746727765,2190.1182043246354,1498.1056890211228,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Diarrhoeal diseases,Rate,2007,1750.315298211877,2079.2328348064893,1509.8967282701094,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Diarrhoeal diseases,Rate,2007,1758.2999518887448,2037.8679136189758,1547.9722978673788,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Lower respiratory infections,Rate,2007,2341.990235964884,2472.6241320868407,2194.7913103356627,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Lower respiratory infections,Rate,2007,2189.265775274762,2320.260936806645,2049.611669963996,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Lower respiratory infections,Rate,2007,2257.7383939751826,2380.7536013393387,2126.040023052801,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Maternal disorders,Rate,2007,0,0,0,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Maternal disorders,Rate,2007,438.1156039139755,461.333765210896,414.9723615718913,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Maternal disorders,Rate,2007,217.4726754522057,229.0103462777424,205.95703562352108,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Neonatal disorders,Rate,2007,3864.559340880041,4027.734772228534,3702.821932044288,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Neonatal disorders,Rate,2007,3244.5070376955086,3394.7204625237473,3111.8328586603475,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Neonatal disorders,Rate,2007,3566.6254800667493,3721.837897057177,3426.809853000587,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Hearing loss,Rate,1997,451.9783008362071,640.5214028728944,309.7915629546339,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Hearing loss,Rate,1997,407.695484598985,577.3073071862177,278.18986130035034,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Hearing loss,Rate,1997,428.3770898872601,607.234564027873,292.8440629020865,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Meningitis,Rate,2007,428.7283601564656,474.6656461492565,378.21069593124724,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Meningitis,Rate,2007,402.8439176321804,456.04307272400223,335.683248283226,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Meningitis,Rate,2007,415.99025785713656,458.47308986473195,367.28653667401016,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Measles,Rate,2007,285.3963167244921,594.0715098415753,105.42036357922635,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Measles,Rate,2007,310.4822899746205,641.7660005230621,112.86189180878985,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Measles,Rate,2007,297.5206754342209,612.7127671190033,110.41106994287479,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Malaria,Rate,2007,1079.0710802469598,1426.595954097536,797.7909711920169,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Malaria,Rate,2007,1047.744109407277,1376.4807781700388,780.2256644109212,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Malaria,Rate,2007,1063.4130958270766,1398.1112108009215,790.0051899067302,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Ischaemic heart disease,Rate,2007,3056.2326633151124,3137.1201504600563,2992.1765129949868,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Ischaemic heart disease,Rate,2007,1712.5592715703172,1757.0872780956506,1674.1570135420534,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Ischaemic heart disease,Rate,2007,2359.8670763993196,2413.436064235467,2321.0673863875386,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Stroke,Rate,2007,2135.2929174706687,2201.0023544877527,2071.0171027298925,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Stroke,Rate,2007,1613.3521955430308,1678.4129827484478,1547.7474532945848,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Stroke,Rate,2007,1861.894423288622,1919.1135173296138,1801.5982789878058,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Malnutrition,Rate,2001,61.75899965140306,68.02773678350867,55.907451710126296,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Malnutrition,Rate,2001,53.80446606044017,58.348365130941424,49.22036243727437,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Malnutrition,Rate,2001,57.38264841404488,62.235246215877474,52.80036231202535,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Iron deficiency,Rate,2001,168.09759438731314,253.03915082410862,108.2020768939015,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Iron deficiency,Rate,2001,302.6844870943899,439.35857305680236,203.05493912018167,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Iron deficiency,Rate,2001,236.04856300026125,350.51796108682066,156.44539370085715,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Measles,Rate,2008,251.35158441047318,527.9004149517722,91.7878143539174,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Measles,Rate,2008,270.9409320777226,563.1318764255531,98.76889933659976,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Measles,Rate,2008,260.8179665836743,540.8335364186476,93.6793262870809,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Malaria,Rate,2008,1040.7927539289567,1388.738698666251,767.8681284337694,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Malaria,Rate,2008,1008.4918606288227,1325.630445908919,742.7011549433817,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Malaria,Rate,2008,1024.6398409650294,1348.2799088560055,758.2804812224742,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Ischaemic heart disease,Rate,2008,3048.844293733116,3130.1755079124664,2984.5164836611016,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Ischaemic heart disease,Rate,2008,1691.6449926450232,1735.4415499264717,1652.3488753910433,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Ischaemic heart disease,Rate,2008,2345.388897974039,2398.876793700562,2307.058267983159,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Stroke,Rate,2008,2117.6410232702983,2181.5738981739432,2053.507400579011,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Stroke,Rate,2008,1580.068348978992,1645.714833205645,1515.3065195055578,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Stroke,Rate,2008,1836.2279482334018,1895.6677153862056,1776.0192698762417,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Iron deficiency,Rate,2008,333.9295166526654,484.014600363542,225.090848008468,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Iron deficiency,Rate,2008,592.1524918964316,840.2413916190606,400.4879265568923,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Iron deficiency,Rate,2008,463.1093092171696,661.9391367862063,313.5612321911065,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Road injuries,Rate,2007,1537.588906853792,1598.5198283017103,1475.2401694619082,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Road injuries,Rate,2007,564.0902901613252,600.7684958872694,521.5240155773146,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Road injuries,Rate,2007,1052.4023430089578,1098.062578178702,1004.7492889618406,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Maternal disorders,Rate,2001,0,0,0,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Maternal disorders,Rate,2001,78.5864692005185,83.06300344175058,74.31255696205729,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Maternal disorders,Rate,2001,38.7720942237387,40.98563811464875,36.66251298008761,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Neonatal disorders,Rate,2001,2374.5469965435327,2528.0113955882857,2240.9931449414744,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Neonatal disorders,Rate,2001,2077.605835958198,2225.1876293057353,1951.8300870341159,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Neonatal disorders,Rate,2001,2235.0878774523767,2380.919685423053,2108.0227847036717,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Hearing loss,Rate,2007,461.7681662909879,653.3179725017354,316.4652986381812,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Hearing loss,Rate,2007,410.8274165522296,580.3030432948239,280.3126863284907,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Hearing loss,Rate,2007,435.4941741339779,615.3539076119499,297.5788432612746,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Headache disorders,Rate,2007,508.85555145170207,725.9143718301565,333.1489505878538,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Headache disorders,Rate,2007,850.9822812209219,1205.366152480096,556.1280785531795,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Headache disorders,Rate,2007,679.7308339227216,960.6774445264944,443.51248236314956,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Anxiety disorders,Rate,1992,323.07252813579726,429.300123818431,229.83439899351077,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Anxiety disorders,Rate,1992,599.5871434817097,799.2770472771131,426.02442325561645,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Anxiety disorders,Rate,1992,462.6458154527959,614.7253888158633,329.1668758218222,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Diabetes,Rate,1992,607.8190764390324,742.3473244585447,495.51032406856075,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Diabetes,Rate,1992,487.0631411451488,592.8531310250545,396.9803291004926,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Diabetes,Rate,1992,543.6863761545577,662.1389140458962,442.090326958193,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Low back pain,Rate,1998,736.4280531565591,992.7081746959809,524.5324054774546,C
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Low back pain,Rate,1998,863.1166344864741,1152.887913314265,615.0814582507111,C
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Low back pain,Rate,1998,804.7294102964371,1079.739844827511,576.8926982830342,C
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Musculoskeletal disorders,Rate,1998,274.8453100998715,380.7177761337314,189.83770585937253,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Musculoskeletal disorders,Rate,1998,292.0471301763427,398.4172699572794,208.1539463133233,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Musculoskeletal disorders,Rate,1998,282.28228325155874,387.6499190723898,198.87168794117312,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Congenital defects,Rate,1998,1465.5404631414565,1569.1937603795905,1338.8876135811954,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Congenital defects,Rate,1998,1262.9305808397094,1351.9875200606552,1156.1913469784797,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Congenital defects,Rate,1998,1368.3792361689386,1454.5237473339782,1266.5862674602004,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Hearing loss,Rate,2008,461.273895658923,651.8628547608974,315.44789633069007,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Hearing loss,Rate,2008,410.67461085107203,580.272564737062,280.5344931471979,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Hearing loss,Rate,2008,435.18623132453,615.0652265170976,297.19299298292844,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,COPD,Rate,2008,1361.676757613832,1456.4533774365455,1268.952889091137,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,COPD,Rate,2008,961.4847603369956,1044.7103500306976,877.1942685885156,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,COPD,Rate,2008,1138.6787373321936,1215.651447102218,1062.0407962104898,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Maternal disorders,Rate,1999,0,0,0,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Maternal disorders,Rate,1999,91.54991296424055,97.14928647356867,86.60795822797927,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Maternal disorders,Rate,1999,45.132708762240476,47.88355446699424,42.69401349569941,B
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Neonatal disorders,Rate,1999,2504.7206285824964,2679.5430347835995,2365.821020078814,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Neonatal disorders,Rate,1999,2175.410532969444,2330.037848479604,2041.7357505734806,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Neonatal disorders,Rate,1999,2349.475645798635,2514.5155378445493,2220.993134177405,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Headache disorders,Rate,2008,509.70108971103747,726.8838774419306,333.5919548688742,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Headache disorders,Rate,2008,851.7525914588905,1208.256804621558,556.3233565429207,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Headache disorders,Rate,2008,680.5389704135104,961.1412212057879,444.1567704243991,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Self-harm,Rate,2008,662.9699974921039,680.894873664083,609.0142649283408,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Self-harm,Rate,2008,338.2757103484958,348.3918000683518,328.73438278559723,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Self-harm,Rate,2008,499.6719061842802,511.19844960279653,471.141647687481,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Malnutrition,Rate,2002,56.5686677243393,62.46530767483834,51.10441176092082,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Malnutrition,Rate,2002,48.64829070053763,52.978905809960544,44.611669384717636,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Malnutrition,Rate,2002,52.22662484021196,56.809636694014465,48.08953629407552,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Iron deficiency,Rate,2002,161.32226111461324,243.1904264119564,103.97233017258398,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Iron deficiency,Rate,2002,290.635902714487,425.62542341596026,195.28686399581377,A
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Iron deficiency,Rate,2002,226.6806141872889,336.68775239791705,150.79323250657527,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Low back pain,Rate,2007,758.2327173718779,1024.4429366405752,544.9968967437765,C
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Low back pain,Rate,2007,893.2873098368809,1194.6631341065277,641.5354895564965,C
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Low back pain,Rate,2007,827.6775188668859,1112.8159567212788,595.8917985957042,C
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Musculoskeletal disorders,Rate,2007,342.6041878527837,472.6338963101528,237.18227600768245,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Musculoskeletal disorders,Rate,2007,423.3893430154007,573.6448806551109,302.7775081982931,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Musculoskeletal disorders,Rate,2007,382.8487232948225,523.7925017788938,270.7346359885998,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Congenital defects,Rate,2007,1101.4708441825426,1280.0395927824945,1012.0722835064137,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Congenital defects,Rate,2007,1008.4110478749686,1102.685109516201,936.2061834222593,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Congenital defects,Rate,2007,1056.2501256100945,1166.8238553425983,979.8291315970079,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Malnutrition,Rate,2008,356.90227740649567,394.852579065812,319.0291833935086,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Malnutrition,Rate,2008,369.0726886575826,408.4678789523002,331.41794916235426,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Malnutrition,Rate,2008,362.2808728776893,396.3207485409204,327.21234989220125,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Tuberculosis,Rate,2008,1017.6393429939332,1067.8375717145864,972.0183059066218,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Tuberculosis,Rate,2008,616.1170480082774,652.1914499536292,582.4920937310586,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Tuberculosis,Rate,2008,811.8695556657946,846.5996847982032,778.8774542731915,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,HIV/AIDS,Rate,2008,1391.5759071312793,1454.0314213037295,1332.5978547759144,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,HIV/AIDS,Rate,2008,1583.669392782387,1671.1202759559028,1499.681906009102,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,HIV/AIDS,Rate,2008,1487.0667325995782,1557.7849344908623,1419.7100115034066,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Diarrhoeal diseases,Rate,2008,1729.3682900346612,2120.8874446075997,1463.2731124366014,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Diarrhoeal diseases,Rate,2008,1686.734854020171,2007.1682875651452,1458.2233893463795,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Diarrhoeal diseases,Rate,2008,1707.2830552985884,1982.7631149378133,1502.7096386789112,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Lower respiratory infections,Rate,2008,2254.9173880146463,2385.1161106941145,2120.7182044049614,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Lower respiratory infections,Rate,2008,2100.6431350254506,2223.6918594390163,1970.5305761603502,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Lower respiratory infections,Rate,2008,2169.920347379904,2282.3278847188176,2046.3389377194983,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Meningitis,Rate,2008,408.53420461790523,452.39295930469154,360.73741740332,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Meningitis,Rate,2008,382.2374758108273,430.2290809684474,317.4720930656851,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Meningitis,Rate,2008,395.5719833398253,435.2229923891531,348.7058468982574,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Depressive disorders,Rate,2008,429.71371708137343,585.1222356475015,303.07344417943784,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Depressive disorders,Rate,2008,667.0811845101923,905.9282679713746,473.55833399871227,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Depressive disorders,Rate,2008,549.5839665184233,747.5130987557795,388.7074342009128,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Anxiety disorders,Rate,2008,259.13062313827504,343.09138367013327,183.33157017289057,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Anxiety disorders,Rate,2008,439.30941694535653,583.8832444393133,313.60068630664375,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Anxiety disorders,Rate,2008,349.48697027594056,463.61739233341837,247.43110096447236,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Diabetes,Rate,2008,877.8353210018458,1065.1064318132323,719.7977374532348,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Diabetes,Rate,2008,767.753401377503,930.2029469056537,631.1486658304967,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Diabetes,Rate,2008,820.6069858165137,993.6128243065255,675.8559235514894,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Maternal disorders,Rate,2008,0,0,0,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Maternal disorders,Rate,2008,424.6314010242499,446.6506270060818,402.43291183676223,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Maternal disorders,Rate,2008,210.7137643873539,221.63740622835553,199.69179588856713,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Neonatal disorders,Rate,2008,3771.2297388869506,3940.344260064948,3611.03762000388,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Neonatal disorders,Rate,2008,3169.020328976221,3316.5182213191742,3038.269014323656,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Neonatal disorders,Rate,2008,3481.8207564121017,3636.317138707825,3345.8482256322495,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Tuberculosis,Rate,2009,978.2993001550203,1023.57784502484,934.6484439558524,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Tuberculosis,Rate,2009,591.1804950114933,624.7135240111681,560.0357711740826,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Tuberculosis,Rate,2009,779.9132329039012,811.9971444112247,748.7508134266454,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,HIV/AIDS,Rate,2009,1301.4326352267938,1361.2190205618826,1244.683753048034,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,HIV/AIDS,Rate,2009,1491.7685978511079,1573.7803094496549,1411.6887234262513,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,HIV/AIDS,Rate,2009,1395.9869099342375,1460.9568651152447,1332.1915021354635,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Diarrhoeal diseases,Rate,2009,1705.6384048465973,2093.5728363113076,1444.0617978850373,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Diarrhoeal diseases,Rate,2009,1634.1336260722924,1944.5924313389703,1418.6072846562183,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Diarrhoeal diseases,Rate,2009,1669.6131091375216,1935.4941143060453,1471.1467232034265,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Lower respiratory infections,Rate,2009,2172.7166734960024,2296.092951536456,2042.8342329643697,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Lower respiratory infections,Rate,2009,2022.0002893365418,2139.313826753353,1900.2665912857722,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Lower respiratory infections,Rate,2009,2089.5021360655323,2196.873371125435,1977.2307466652483,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Meningitis,Rate,2009,394.6499965173373,436.65406834793987,350.1608334691508,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Meningitis,Rate,2009,368.62870082493407,414.75471891334024,305.42735390710624,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Meningitis,Rate,2009,381.8110725934099,419.3892017226827,336.1221938701324,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Measles,Rate,2009,227.8142003760588,483.11654809926705,82.58963777814228,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Measles,Rate,2009,243.85639448614882,509.78719744041786,88.52869503402792,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Measles,Rate,2009,235.56591496320655,496.8287401994302,85.55189263198169,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Malaria,Rate,2009,977.638820562268,1310.578645088212,714.2552294937439,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Malaria,Rate,2009,947.3683338365225,1251.4904514323646,690.7772853332405,A
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Malaria,Rate,2009,962.4757246573145,1270.3012144510349,707.7446569208154,A
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Ischaemic heart disease,Rate,2009,3016.4151391995397,3098.9421267209163,2953.104510423145,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Ischaemic heart disease,Rate,2009,1663.251706133724,1707.8933933085455,1623.2599489156519,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Ischaemic heart disease,Rate,2009,2314.6524517011726,2369.62250368314,2276.0493930014704,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Stroke,Rate,2009,2092.619542661627,2157.0441393316546,2027.2595634878203,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Stroke,Rate,2009,1546.1760215647512,1612.2434810647064,1483.1199098320242,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Stroke,Rate,2009,1806.3882119554626,1865.461754059929,1744.8610896731325,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Maternal disorders,Rate,2009,0,0,0,B
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Maternal disorders,Rate,2009,414.15054189010806,436.8734473599831,392.1434476991746,B
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Maternal disorders,Rate,2009,205.40354171817467,216.67001169578833,194.50717983362608,B
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Neonatal disorders,Rate,2009,3690.507813750668,3853.867330749991,3529.1722922564427,A
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Neonatal disorders,Rate,2009,3104.82616851636,3264.010715552896,2968.783639434508,A
